
LAMBDA:  0.0
11111001 	 7.8125e-03
00100010 	 7.8125e-03
01111110 	 7.8125e-03
11011000 	 7.8125e-03
01110100 	 7.8125e-03
01000100 	 7.8125e-03
00010100 	 7.8125e-03
01100000 	 7.8125e-03
11110011 	 7.8125e-03
00010001 	 7.8125e-03
10011111 	 7.8125e-03
10111011 	 7.8125e-03
11010001 	 7.8125e-03
00111111 	 7.8125e-03
11111100 	 7.8125e-03

LAMBDA:  0.15000000000000002
11111111 	 1.6523e-02
11100111 	 1.2090e-02
11110011 	 1.2073e-02
11001111 	 1.2073e-02
11101011 	 1.1920e-02
11010111 	 1.1920e-02
10011111 	 1.1910e-02
11111001 	 1.1910e-02
11011011 	 1.1885e-02
10101111 	 1.1741e-02
11110101 	 1.1741e-02
10110111 	 1.1724e-02
11101101 	 1.1724e-02
10111011 	 1.1700e-02
11011101 	 1.1700e-02

LAMBDA:  0.30000000000000004
11111111 	 3.5125e-02
11100111 	 1.8211e-02
11001111 	 1.8074e-02
11110011 	 1.8074e-02
10011111 	 1.7345e-02
11111001 	 1.7345e-02
11010111 	 1.6993e-02
11101011 	 1.6993e-02
11011011 	 1.6603e-02
11110101 	 1.6158e-02
10101111 	 1.6158e-02
10110111 	 1.5907e-02
11101101 	 1.5907e-02
11011101 	 1.5643e-02
10111011 	 1.5643e-02

LAMBDA:  0.44999999999999996
11111111 	 7.5602e-02
11100111 	 2.6518e-02
11001111 	 2.6130e-02
11110011 	 2.6130e-02
10011111 	 2.4504e-02
11111001 	 2.4504e-02
11101011 	 2.1993e-02
11010111 	 2.1993e-02
11011011 	 2.0281e-02
10101111 	 2.0174e-02
11110101 	 2.0174e-02
00111111 	 1.9246e-02
11111100 	 1.9246e-02
11101101 	 1.8871e-02
10110111 	 1.8871e-02

LAMBDA:  0.6000000000000001
11111111 	 1.6110e-01
11100111 	 3.6360e-02
11001111 	 3.5730e-02
11110011 	 3.5730e-02
11111001 	 3.3343e-02
10011111 	 3.3343e-02
00111111 	 2.6488e-02
11111100 	 2.6488e-02
11010111 	 2.4539e-02
11101011 	 2.4539e-02
10101111 	 2.2117e-02
11110101 	 2.2117e-02
11011011 	 2.0032e-02
10110111 	 1.8326e-02
11101101 	 1.8326e-02

LAMBDA:  0.75
11111111 	 3.0748e-01
11100111 	 4.3756e-02
11110011 	 4.3141e-02
11001111 	 4.3141e-02
11111001 	 4.0818e-02
10011111 	 4.0818e-02
11111100 	 3.3777e-02
00111111 	 3.3777e-02
11010111 	 2.1884e-02
11101011 	 2.1884e-02
11110101 	 1.9909e-02
10101111 	 1.9909e-02
11011011 	 1.4512e-02
01011111 	 1.4300e-02
11111010 	 1.4300e-02

LAMBDA:  0.8999999999999999
11111111 	 4.7290e-01
11100111 	 4.4015e-02
11001111 	 4.3634e-02
11110011 	 4.3634e-02
11111001 	 4.2074e-02
10011111 	 4.2074e-02
00111111 	 3.6418e-02
11111100 	 3.6418e-02
11010111 	 1.5597e-02
11101011 	 1.5597e-02
11110101 	 1.4545e-02
