  -10.000000000000000        2.4211627550262572E-004  -1.3649012852695646E-004  -5.1781655205701649E-005   9.5182132139920734E-005   1.6336252099367565E-004  -2.9348639315173678E-004   3.4223691565102407E-004  -2.2675300737802154E-004  -7.8822939942570171E-004   4.2722317578714466E-003   0.0000000000000000     
  -9.9799799799799800        2.4489106448308278E-004  -1.1495538706623039E-004  -5.5115971719272799E-005   8.2698844730132984E-005   1.4504101700305713E-004  -2.1232743211578237E-004   4.1707043831433726E-004  -1.4650823263531406E-004  -4.9393005151480898E-004   4.7745599794870568E-003   0.0000000000000000     
  -9.9599599599599600        2.4721550165146550E-004  -9.9486623933393208E-005  -4.6888961771776792E-005   8.5025441977145820E-005   1.2854617769366341E-004  -1.5437559275803837E-004   4.9421836663388009E-004  -9.9314546814325690E-005  -1.4196301610431075E-004   5.0335573151367094E-003   0.0000000000000000     
  -9.9399399399399400        2.4909428816164537E-004  -9.9816281911236320E-005  -5.9482382895569876E-005   7.8973362818168403E-005   1.1235101331465727E-004  -5.1993214967737528E-005   5.6794974975812407E-004  -1.0569298094965839E-004   2.1214483930711192E-004   5.0905595635212060E-003   0.0000000000000000     
  -9.9199199199199199        2.5052528046922513E-004  -9.4286402274032199E-005  -5.5179180737947640E-005   7.2037329421875779E-005   1.0639147472594552E-004   2.3530081753410858E-005   6.4431596606209091E-004  -8.9097606257911417E-005   5.1749547679950090E-004   4.9462406385141766E-003   0.0000000000000000     
  -9.8998998998998999        2.5150727375546425E-004  -9.1786864028859858E-005  -5.3032128558020901E-005   4.9719212568992976E-005   9.2892763365050565E-005   1.0262287589252167E-004   7.1492446265594332E-004  -3.8916271428816046E-005   7.5453745882796922E-004   4.6970072002843703E-003   0.0000000000000000     
  -9.8798798798798799        2.5204137254610578E-004  -7.0506053797827852E-005  -7.7993830582225417E-005   2.7341597665166687E-005   8.5271134874068149E-005   1.5591407794520666E-004   6.9326399959731861E-004  -2.3535481628136364E-005   1.0112697384419356E-003   4.5432275348628341E-003   0.0000000000000000     
  -9.8598598598598599        2.5213377831711825E-004  -5.5979220395265732E-005  -9.1017243570415938E-005   1.9020567130527027E-005   6.9993714178511081E-005   2.0261862760184257E-004   6.6816639858909531E-004  -3.4940118630616345E-005   1.2341209061541992E-003   4.2387136664734440E-003   0.0000000000000000     
  -9.8398398398398399        2.5178217968896681E-004  -6.4279226442766731E-005  -1.0569060339789591E-004   3.9198578060215485E-006   6.3456403603808412E-005   2.6495667378620283E-004   6.8103557423524939E-004  -8.9333095324072508E-005   1.4038450692912771E-003   3.6947400697894535E-003   0.0000000000000000     
  -9.8198198198198199        2.5099297004509206E-004  -4.0789738406318558E-005  -1.1816528759834712E-004  -3.1501724397463864E-006   7.8319317906259917E-005   3.1587025725414306E-004   6.0357727571567230E-004  -1.1360838955803500E-004   1.5396743614811013E-003   3.3071907495478298E-003   0.0000000000000000     
