  -10.000000000000000        6.3487221181968418E-008   5.6462042271952964E-008   2.7510082620138148E-008   3.5193109674083194E-008   2.7711409700773975E-008   3.6436247145110527E-007   5.0242588728460078E-007   1.6713301266666547E-007   5.7576802985999418E-006   3.3006999076135605E-005   0.0000000000000000     
  -9.9799799799799800        6.3478067537952477E-008   5.0867945846673416E-008   3.2150997058825304E-008   3.5125246411111627E-008   2.4014156238249615E-008   3.6253643608913831E-007   4.5725972504522369E-007   1.1021213062718457E-007   5.5502337602310158E-006   3.2414856517717732E-005   0.0000000000000000     
  -9.9599599599599600        6.3476129349445689E-008   4.8207786964725894E-008   3.0319420727156249E-008   3.9209929409661118E-008   1.8536041425132289E-008   3.9486694389258311E-007   4.4713767915939404E-007   6.8841571073347224E-008   5.0215599855264542E-006   3.0445619808634976E-005   0.0000000000000000     
  -9.9399399399399400        6.3483674039851692E-008   5.3775050614911197E-008   2.5783452384757948E-008   2.7350841448798640E-008   1.3435145774629980E-008   3.5211131823339920E-007   4.4973040442490908E-007   8.0181602592614474E-008   5.1447946897320033E-006   2.8084719626002872E-005   0.0000000000000000     
  -9.9199199199199199        6.3500187284773016E-008   6.0618553556470936E-008   2.3563954411679837E-008   2.8578659323648117E-008   1.1370900311947040E-008   3.2453471311027041E-007   4.7874051781190774E-007   7.0957985038173979E-008   4.7527264168586978E-006   2.5019949197505500E-005   0.0000000000000000     
  -9.8998998998998999        6.3524364301143497E-008   6.5442537627582593E-008   2.3761227575134236E-008   3.0221540344309671E-008   8.7087834206619402E-009   3.0607239745121191E-007   5.3206165811373640E-007   7.7471698420107401E-008   4.3619342184623004E-006   2.2065070096344778E-005   0.0000000000000000     
  -9.8798798798798799        6.3556342842009539E-008   6.0002337639646871E-008   2.7798541963956547E-008   2.1205212188983614E-008   7.8356588719438554E-009   2.6010961871617298E-007   4.8086874731266204E-007   1.2228967746630226E-007   4.2909975698914726E-006   2.1058759568837238E-005   0.0000000000000000     
  -9.8598598598598599        6.3598032601694918E-008   5.5541654018867312E-008   2.8348868968332461E-008   1.6313462848881379E-008   5.5993233721815883E-009   2.3260689058519813E-007   4.5465843487637142E-007   1.6816316325919502E-007   4.1284076856092369E-006   1.9746538897586688E-005   0.0000000000000000     
  -9.8398398398398399        6.3646996533276246E-008   5.7409593858887936E-008   2.5720027597570647E-008   1.2562287276937964E-008   4.7410204127816055E-009   2.3893988597794787E-007   4.9176643541734245E-007   2.2478755011075861E-007   3.9741215834059488E-006   1.7184048586952092E-005   0.0000000000000000     
  -9.8198198198198199        6.3704818739530227E-008   5.0460575880854680E-008   2.8552901217232587E-008   7.7319860412486647E-009   6.2767762127126232E-009   2.2723889625490301E-007   4.4476528628686955E-007   2.6919409149940015E-007   3.8509147575132366E-006   1.6561154359168811E-005   0.0000000000000000     
