  -2.0000000000000000        1.3832506707930176E-013  -1.5152751901549764E-012   1.1639460559843142E-011  -7.2377195197679664E-011
  -1.9920000000000000        1.7576123834737268E-013  -1.9176664279597292E-012   1.4670481593520468E-011  -9.0847367242756546E-011
  -1.9840000000000000        2.2311480814829329E-013  -2.4245474645913525E-012   1.8472454199839427E-011  -1.1391578330622156E-010
  -1.9760000000000000        2.8295460367224849E-013  -3.0624170350209984E-012   2.3236644668313173E-011  -1.4269745428932033E-010
  -1.9680000000000000        3.5849921620664715E-013  -3.8643275568654688E-012   2.9200528076525956E-011  -1.7857025928202111E-010
  -1.9600000000000000        4.5377726581488435E-013  -4.8714632735686688E-012   3.6658639433371344E-011  -2.2323506809635909E-010
  -1.9520000000000000        5.7382614876314485E-013  -6.1350877029111254E-012   4.5975896200737782E-011  -2.7878917041634094E-010
  -1.9440000000000000        7.2493824631034012E-013  -7.7189441890788424E-012   5.7603936670808235E-011  -3.4781585264892350E-010
  -1.9359999999999999        9.1496560437675113E-013  -9.7022117446204470E-012   7.2101134344648005E-011  -4.3349354649454320E-010
  -1.9279999999999999        1.1536965686597699E-012  -1.2183140646101962E-011   9.0157087727046568E-011  -5.3972867056905066E-010
  -1.9199999999999999        1.4533208725778514E-012  -1.5283519203916423E-011   1.1262255242432256E-010  -6.7131711942560744E-010
  -1.9119999999999999        1.8290033385371450E-012  -1.9154155705464276E-011   1.4054598355926383E-010  -8.3414034811248074E-010
  -1.9039999999999999        2.2995908015603389E-012  -2.3981598856075530E-011   1.7521809775371648E-010  -1.0354031843827452E-009
  -1.8959999999999999        2.8884822603391477E-012  -2.9996367452246307E-011   2.1822615289962957E-010  -1.2839219093223495E-009
  -1.8879999999999999        3.6246987983414344E-012  -3.7483017108734364E-011   2.7151998964029929E-010  -1.5904728208219885E-009
  -1.8799999999999999        4.5441977288411524E-012  -4.6792440514780810E-011   3.3749229151412082E-010  -1.9682134801025981E-009
  -1.8719999999999999        5.6914849799157926E-012  -5.8356880156256138E-011   4.1907601354161373E-010  -2.4331911943604517E-009
  -1.8639999999999999        7.1215912793376589E-012  -7.2708231363431786E-011   5.1986251630749910E-010  -3.0049560724944798E-009
  -1.8559999999999999        8.9024916189408157E-012  -9.0500332066011206E-011   6.4424464147841756E-010  -3.7072992801660754E-009
  -1.8480000000000001        1.1118064242329567E-011  -1.1253607746271021E-010   7.9758979531494132E-010  -4.5691410013872858E-009
  -1.8400000000000001        1.3871705565812545E-011  -1.3980036731016511E-010   9.8644909259793744E-010  -5.6255971863639318E-009
