  -2.0000000000000000        1.9133824182493333E-026   2.2960589018991996E-024   1.3547704212414403E-022   5.2384583846830241E-021
  -1.9920000000000000        3.0892012905401947E-026   3.6774445289238273E-024   2.1522303018582284E-022   8.2532441349402754E-021
  -1.9840000000000000        4.9780217615049722E-026   5.8784304080563554E-024   3.4123156416516528E-022   1.2976805686270027E-020
  -1.9760000000000000        8.0063307739319220E-026   9.3783980963868033E-024   5.3994165544144703E-022   2.0362563460652663E-020
  -1.9680000000000000        1.2852168802078033E-025   1.4933027466749842E-023   8.5267083994798057E-022   3.1887337500048246E-020
  -1.9600000000000000        2.0591380697043220E-025   2.3731154425728370E-023   1.3438558451059285E-021   4.9833895627986078E-020
  -1.9520000000000000        3.2927644900434283E-025   3.7639301122411309E-023   2.1137830314610148E-021   7.7723401541431595E-020
  -1.9440000000000000        5.2553546096351133E-025   5.9582099394114031E-023   3.3182135199744857E-021   1.2097586735389767E-019
  -1.9359999999999999        8.3716205719251354E-025   9.4132912737450932E-023   5.1985735737849804E-021   1.8791665485241668E-019
  -1.9279999999999999        1.3310157725373271E-024   1.4842891600270173E-022   8.1283004674223702E-021   2.9130703783423479E-019
  -1.9199999999999999        2.1121415586704472E-024   2.3358595925648208E-022   1.2683839314569282E-020   4.5066667483389526E-019
  -1.9119999999999999        3.3452532123800221E-024   3.6688168078916965E-022   1.9753173494640859E-020   6.9579012034921053E-019
  -1.9039999999999999        5.2881178546209220E-024   5.7511708369372317E-022   3.0701381780430941E-020   1.0720597542299291E-018
  -1.8959999999999999        8.3433297682939518E-024   8.9978206033018156E-022   4.7622653809372505E-020   1.6484554692379475E-018
  -1.8879999999999999        1.3138441378697839E-023   1.4049765715736730E-021   7.3723104774268228E-020   2.5296037937734534E-018
  -1.8799999999999999        2.0649732998805088E-023   2.1895324893293006E-021   1.1390104683145231E-019   3.8738643032575805E-018
  -1.8719999999999999        3.2393001276607067E-023   3.4055254615716411E-021   1.7562470512593081E-019   5.9204193883132412E-018
  -1.8639999999999999        5.0717062349938194E-023   5.2864869079983254E-021   2.7025703586156477E-019   9.0297609976214489E-018
  -1.8559999999999999        7.9254357025311462E-023   8.1903101040582956E-021   4.1505115807365480E-019   1.3744067952719901E-017
  -1.8480000000000001        1.2361135249656732E-022   1.2664368730693113E-020   6.3614948159052998E-019   2.0877049490558408E-017
  -1.8400000000000001        1.9242421530459473E-022   1.9544142700057081E-020   9.7308181228729410E-019   3.1647343703225785E-017
  -1.8320000000000001        2.9896974754230723E-022   3.0102283259262983E-020   1.4854972845575579E-018   4.7876152650757337E-017
  -1.8240000000000001        4.6361867326515886E-022   4.6273445973150758E-020   2.2632180262130202E-018   7.2279405603945681E-017
  -1.8160000000000001        7.1756417739720086E-022   7.0992699834432698E-020   3.4412215988320103E-018   1.0889871588138634E-016
  -1.8080000000000001        1.1084771212695729E-021   1.0870382869625228E-019   5.2219208941745735E-018   1.6373567001066549E-016
  -1.8000000000000000        1.7090661504629707E-021   1.6612122982500080E-019   7.9082250727452700E-018   2.4568333163738664E-016
  -1.7920000000000000        2.6300085851537648E-021   2.5336955667585656E-019   1.1952493488353789E-017   3.6789121584843433E-016
  -1.7840000000000000        4.0394442090884650E-021   3.8568484046161982E-019   1.8028867455706182E-017   5.4976103483294470E-016
  -1.7760000000000000        6.1923032557584923E-021   5.8594842942105894E-019   2.7139914821970794E-017   8.1985825484125475E-016
  -1.7680000000000000        9.4743401795493451E-021   8.8845359752198965E-019   4.0773527242876422E-017   1.2201503134406538E-015
  -1.7600000000000000        1.4468112798921498E-020   1.3444927861781775E-018   6.1133254087204092E-017   1.8121623185641614E-015
  -1.7520000000000000        2.2051642976024602E-020   2.0306281896443830E-018   9.1475717891236544E-017   2.6858978969405573E-015
  -1.7440000000000000        3.3545647072065792E-020   3.0609087963894809E-018   1.3660382848117574E-016   3.9727385464230280E-015
  -1.7360000000000000        5.0932799678922842E-020   4.6048792398351310E-018   2.0358617934361699E-016   5.8640542595063746E-015
  -1.7280000000000000        7.7183608588324684E-020   6.9140706092100029E-018   3.0280408440465394E-016   8.6379941882023120E-015
  -1.7200000000000000        1.1673975142878456E-019   1.0360886418807489E-017   4.4947217917790822E-016   1.2697966536396306E-014
  -1.7120000000000000        1.7622949782012853E-019   1.5495563677767566E-017   6.6584199189070408E-016   1.8627784074612017E-014
  -1.7040000000000000        2.6552449876727400E-019   2.3129435490379117E-017   9.8438831117149425E-016   2.7270515773409142E-014
  -1.6960000000000000        3.9929764271233177E-019   3.4456383847801028E-017   1.4524066720029015E-015   3.9840981867650254E-014
  -1.6879999999999999        5.9931486464455050E-019   5.1229626410572873E-017   2.1386324605498599E-015   5.8085885292573096E-014
  -1.6799999999999999        8.9779980621306357E-019   7.6018505191672528E-017   3.1427498305060827E-015   8.4511236642066351E-014
  -1.6719999999999999        1.3423634533734764E-018   1.1258069377306910E-016   4.6090222812669931E-015   1.2270462131881461E-013
  -1.6639999999999999        2.0032118782011090E-018   1.6640056070110614E-016   6.7457887490837425E-015   1.7779082531763684E-013
  -1.6559999999999999        2.9836632721466505E-018   2.4546621609256680E-016   9.8532882331598833E-015   2.5707454186634236E-013
  -1.6480000000000001        4.4354622209702048E-018   3.6138868763345612E-016   1.4363283777953843E-014   3.7094491059434176E-013
  -1.6400000000000001        6.5810337082660318E-018   5.3101044785256969E-016   2.0895365577165644E-014   5.3414565248303183E-013
  -1.6320000000000001        9.7457552527294187E-018   7.7871235314736801E-016   3.0336778081516619E-014   7.6755448797799989E-013
  -1.6240000000000001        1.4404660953256205E-017   1.1397152125876511E-015   4.3955350345592535E-014   1.1006703300437536E-012
  -1.6160000000000001        2.1249892393434267E-017   1.6647947697056491E-015   6.3558904528237599E-014   1.5750817863942118E-012
  -1.6080000000000001        3.1287912208060469E-017   2.4270008469462741E-015   9.1719773877935124E-014   2.2492930008140646E-012
  -1.6000000000000001        4.5979324659188542E-017   3.5312121338256800E-015   1.3209032346741005E-013   3.2054225023589233E-012
  -1.5920000000000001        6.7439562843576384E-017   5.1276943260834605E-015   1.8984537554228033E-013   4.5584804911027557E-012
  -1.5840000000000001        9.8726345072771601E-017   7.4312978538872410E-015   2.7230120233989291E-013   6.4691872031580809E-012
  -1.5760000000000001        1.4425056634551054E-016   1.0748582840261606E-014   3.8977962383271529E-013   9.1616427515812128E-012
  -1.5680000000000001        2.1036241553527384E-016   1.5516062505989914E-014   5.5681157364268187E-013   1.2947627794443434E-011
