   0.00000000       1.86760048E-03
   1.87500007E-02   1.36068026E-02
   5.62500022E-02   4.02868092E-02
   9.37500000E-02   7.68384188E-02
  0.131250009      0.119793221    
  0.168750003      0.159546435    
  0.206250012      0.231849238    
  0.243750006      0.287076861    
  0.281250000      0.343638480    
  0.318750024      0.440753669    
  0.356249988      0.467967331    
  0.393750012      0.542671323    
  0.431250036      0.612839758    
  0.468750000      0.677938938    
  0.506250024      0.737168550    
  0.543750048      0.764915764    
  0.581250012      0.838019013    
  0.618750036      0.828947783    
  0.656250000      0.844688952    
  0.693750024      0.869768202    
  0.731250048      0.902851403    
  0.768750012      0.883908629    
  0.806250036      0.872436225    
  0.843750000      0.870034933    
  0.881250024      0.827613771    
  0.918750048      0.796931744    
  0.956250072      0.747840583    
  0.993750036      0.722494543    
   1.03125000      0.700350106    
   1.06875014      0.644055307    
   1.10625005      0.588827729    
   1.14374995      0.612039328    
   1.18125010      0.537068546    
   1.21875000      0.494914085    
   1.25625014      0.462364495    
   1.29375005      0.424745709    
   1.33124995      0.405002505    
   1.36875010      0.348174065    
   1.40625000      0.312156081    
   1.44375014      0.287343651    
   1.48125005      0.261997640    
   1.51874995      0.226246461    
   1.55625010      0.213440046    
   1.59375000      0.186226442    
   1.63125014      0.185692832    
   1.66875005      0.164882436    
   1.70625007      0.148874432    
   1.74375010      0.121927626    
   1.78125000      0.122194424    
   1.81875014      0.110988826    
   1.85625005       9.07120183E-02
   1.89375007       9.39136222E-02
   1.93125010       8.69768187E-02
   1.96875000       7.87060186E-02
   2.00625014       7.15024099E-02
   2.04375005       5.73620126E-02
   2.08125019       5.28264083E-02
   2.11875010       5.54944128E-02
   2.15625000       4.77572121E-02
   2.19375014       4.77572121E-02
   2.23125005       4.32216078E-02
   2.26875019       3.44172083E-02
   2.30625010       3.70852090E-02
   2.34375000       3.22828069E-02
   2.38125014       2.69468054E-02
   2.41875005       2.88144052E-02
   2.45625019       2.64132041E-02
   2.49375010       2.50792056E-02
   2.53125000       2.56128050E-02
   2.56875014       1.57412030E-02
   2.60625005       2.13440042E-02
   2.64375019       1.84092037E-02
   2.68125010       1.84092037E-02
   2.71875000       1.65416021E-02
   2.75625014       1.78756025E-02
   2.79375005       1.46740032E-02
   2.83125019       1.60080027E-02
   2.86875010       1.76088046E-02
   2.90625000       1.22728022E-02
   2.94375014       1.44072026E-02
