   0.00000000       1.86156178    
   3.12500000E-02   1.61813724    
   9.37500000E-02   1.39002085    
  0.156250000       1.20044768    
  0.218750000       1.05953205    
  0.281250000      0.936248004    
  0.343750000      0.848227024    
  0.406250000      0.724122941    
  0.468750000      0.639655590    
  0.531250000      0.559971988    
  0.593750000      0.488352448    
  0.656250000      0.433817685    
  0.718750000      0.396094412    
  0.781250000      0.346343428    
  0.843750000      0.309030175    
  0.906250000      0.264746338    
  0.968750000      0.240964279    
   1.03125000      0.217318878    
   1.09375000      0.191349968    
   1.15625000      0.174401820    
   1.21875000      0.157453686    
   1.28125000      0.146109357    
   1.34375000      0.132851541    
   1.40625000      0.119457044    
   1.46875000      0.107839368    
   1.53125000       9.56749842E-02
   1.59375000       8.62441584E-02
   1.65625000       8.92510861E-02
   1.71875000       7.47631639E-02
   1.78125000       6.65624514E-02
   1.84375000       6.83392733E-02
   1.90625000       6.21887371E-02
   1.96875000       5.38513474E-02
   2.03125000       4.78374921E-02
   2.09375000       4.52405997E-02
   2.15625000       3.86800282E-02
   2.21875000       3.67665291E-02
   2.28125000       3.48530300E-02
   2.34375000       3.43063138E-02
   2.40625000       3.43063138E-02
   2.46875000       3.47163491E-02
   2.53125000       2.74723880E-02
   2.59375000       2.88391728E-02
   2.65625000       2.66523156E-02
   2.71875000       2.44654585E-02
   2.78125000       2.02284250E-02
   2.84375000       2.43287813E-02
   2.90625000       1.89983174E-02
   2.96875000       1.88616384E-02
   3.03125000       1.76315326E-02
   3.09375000       1.58547107E-02
   3.15625000       1.84516031E-02
   3.21875000       2.11851746E-02
   3.28125000       1.59913898E-02
   3.34375000       1.66747831E-02
   3.40625000       1.50346402E-02
   3.46875000       1.29844621E-02
   3.53125000       1.29844621E-02
   3.59375000       1.33944973E-02
   3.65625000       1.17543545E-02
   3.71875000       1.25744259E-02
   3.78125000       1.13443192E-02
   3.84375000       1.01142125E-02
   3.90625000       1.06609268E-02
   3.96875000       9.97753348E-03
   4.03125000       9.97753348E-03
   4.09375000       7.92735536E-03
   4.15625000       1.01142125E-02
   4.21875000       7.65399821E-03
   4.28125000       7.65399821E-03
   4.34375000       7.65399821E-03
   4.40625000       8.20071250E-03
   4.46875000       6.15053438E-03
   4.53125000       6.01385580E-03
   4.59375000       7.92735536E-03
   4.65625000       8.20071250E-03
   4.71875000       8.20071250E-03
   4.78125000       6.83392724E-03
   4.84375000       6.83392724E-03
   4.90625000       6.56057009E-03
