0.000000000000000000e+00 5.120000000000000000e+02
1.000000000000000000e+00 5.120000000000000000e+02
2.000000000000000000e+00 5.120000000000000000e+02
3.000000000000000000e+00 5.130000000000000000e+02
4.000000000000000000e+00 5.130000000000000000e+02
5.000000000000000000e+00 5.140000000000000000e+02
6.000000000000000000e+00 5.150000000000000000e+02
7.000000000000000000e+00 5.170000000000000000e+02
8.000000000000000000e+00 5.190000000000000000e+02
9.000000000000000000e+00 5.210000000000000000e+02
1.000000000000000000e+01 5.240000000000000000e+02
1.100000000000000000e+01 5.270000000000000000e+02
1.200000000000000000e+01 5.310000000000000000e+02
1.300000000000000000e+01 5.350000000000000000e+02
1.400000000000000000e+01 5.400000000000000000e+02
1.500000000000000000e+01 5.450000000000000000e+02
1.600000000000000000e+01 5.510000000000000000e+02
1.700000000000000000e+01 5.570000000000000000e+02
1.800000000000000000e+01 5.640000000000000000e+02
1.900000000000000000e+01 5.710000000000000000e+02
2.000000000000000000e+01 5.780000000000000000e+02
2.100000000000000000e+01 5.860000000000000000e+02
2.200000000000000000e+01 5.950000000000000000e+02
2.300000000000000000e+01 6.040000000000000000e+02
2.400000000000000000e+01 6.130000000000000000e+02
2.500000000000000000e+01 6.230000000000000000e+02
2.600000000000000000e+01 6.320000000000000000e+02
2.700000000000000000e+01 6.420000000000000000e+02
2.800000000000000000e+01 6.520000000000000000e+02
2.900000000000000000e+01 6.620000000000000000e+02
3.000000000000000000e+01 6.730000000000000000e+02
3.100000000000000000e+01 6.830000000000000000e+02
3.200000000000000000e+01 6.930000000000000000e+02
3.300000000000000000e+01 7.030000000000000000e+02
3.400000000000000000e+01 7.130000000000000000e+02
3.500000000000000000e+01 7.230000000000000000e+02
3.600000000000000000e+01 7.320000000000000000e+02
3.700000000000000000e+01 7.410000000000000000e+02
3.800000000000000000e+01 7.500000000000000000e+02
3.900000000000000000e+01 7.590000000000000000e+02
4.000000000000000000e+01 7.670000000000000000e+02
4.100000000000000000e+01 7.750000000000000000e+02
4.200000000000000000e+01 7.820000000000000000e+02
4.300000000000000000e+01 7.880000000000000000e+02
4.400000000000000000e+01 7.950000000000000000e+02
4.500000000000000000e+01 8.000000000000000000e+02
4.600000000000000000e+01 8.060000000000000000e+02
4.700000000000000000e+01 8.100000000000000000e+02
4.800000000000000000e+01 8.150000000000000000e+02
4.900000000000000000e+01 8.180000000000000000e+02
5.000000000000000000e+01 8.220000000000000000e+02
5.100000000000000000e+01 8.240000000000000000e+02
5.200000000000000000e+01 8.260000000000000000e+02
5.300000000000000000e+01 8.280000000000000000e+02
5.400000000000000000e+01 8.300000000000000000e+02
5.500000000000000000e+01 8.310000000000000000e+02
5.600000000000000000e+01 8.320000000000000000e+02
5.700000000000000000e+01 8.320000000000000000e+02
5.800000000000000000e+01 8.330000000000000000e+02
5.900000000000000000e+01 8.330000000000000000e+02
6.000000000000000000e+01 8.330000000000000000e+02
6.100000000000000000e+01 8.330000000000000000e+02
6.200000000000000000e+01 8.330000000000000000e+02
6.300000000000000000e+01 8.340000000000000000e+02
6.400000000000000000e+01 8.340000000000000000e+02
6.500000000000000000e+01 8.340000000000000000e+02
6.600000000000000000e+01 8.340000000000000000e+02
6.700000000000000000e+01 8.350000000000000000e+02
6.800000000000000000e+01 8.360000000000000000e+02
6.900000000000000000e+01 8.370000000000000000e+02
7.000000000000000000e+01 8.380000000000000000e+02
7.100000000000000000e+01 8.400000000000000000e+02
7.200000000000000000e+01 8.420000000000000000e+02
7.300000000000000000e+01 8.460000000000000000e+02
7.400000000000000000e+01 8.490000000000000000e+02
7.500000000000000000e+01 8.530000000000000000e+02
7.600000000000000000e+01 8.580000000000000000e+02
7.700000000000000000e+01 8.630000000000000000e+02
7.800000000000000000e+01 8.680000000000000000e+02
7.900000000000000000e+01 8.730000000000000000e+02
