0.000000000000000000e+00 5.010000000000000000e+02
1.000000000000000000e+00 5.020000000000000000e+02
2.000000000000000000e+00 5.030000000000000000e+02
3.000000000000000000e+00 5.040000000000000000e+02
4.000000000000000000e+00 5.050000000000000000e+02
5.000000000000000000e+00 5.060000000000000000e+02
6.000000000000000000e+00 5.080000000000000000e+02
7.000000000000000000e+00 5.100000000000000000e+02
8.000000000000000000e+00 5.120000000000000000e+02
9.000000000000000000e+00 5.140000000000000000e+02
1.000000000000000000e+01 5.170000000000000000e+02
1.100000000000000000e+01 5.200000000000000000e+02
1.200000000000000000e+01 5.230000000000000000e+02
1.300000000000000000e+01 5.270000000000000000e+02
1.400000000000000000e+01 5.310000000000000000e+02
1.500000000000000000e+01 5.350000000000000000e+02
1.600000000000000000e+01 5.400000000000000000e+02
1.700000000000000000e+01 5.460000000000000000e+02
1.800000000000000000e+01 5.520000000000000000e+02
1.900000000000000000e+01 5.580000000000000000e+02
2.000000000000000000e+01 5.640000000000000000e+02
2.100000000000000000e+01 5.720000000000000000e+02
2.200000000000000000e+01 5.790000000000000000e+02
2.300000000000000000e+01 5.870000000000000000e+02
2.400000000000000000e+01 5.950000000000000000e+02
2.500000000000000000e+01 6.040000000000000000e+02
2.600000000000000000e+01 6.130000000000000000e+02
2.700000000000000000e+01 6.230000000000000000e+02
2.800000000000000000e+01 6.330000000000000000e+02
2.900000000000000000e+01 6.420000000000000000e+02
3.000000000000000000e+01 6.520000000000000000e+02
3.100000000000000000e+01 6.620000000000000000e+02
3.200000000000000000e+01 6.720000000000000000e+02
3.300000000000000000e+01 6.810000000000000000e+02
3.400000000000000000e+01 6.900000000000000000e+02
3.500000000000000000e+01 7.000000000000000000e+02
3.600000000000000000e+01 7.090000000000000000e+02
3.700000000000000000e+01 7.180000000000000000e+02
3.800000000000000000e+01 7.260000000000000000e+02
3.900000000000000000e+01 7.340000000000000000e+02
4.000000000000000000e+01 7.420000000000000000e+02
4.100000000000000000e+01 7.500000000000000000e+02
4.200000000000000000e+01 7.570000000000000000e+02
4.300000000000000000e+01 7.640000000000000000e+02
4.400000000000000000e+01 7.710000000000000000e+02
4.500000000000000000e+01 7.770000000000000000e+02
4.600000000000000000e+01 7.830000000000000000e+02
4.700000000000000000e+01 7.880000000000000000e+02
4.800000000000000000e+01 7.930000000000000000e+02
4.900000000000000000e+01 7.980000000000000000e+02
5.000000000000000000e+01 8.020000000000000000e+02
5.100000000000000000e+01 8.060000000000000000e+02
5.200000000000000000e+01 8.090000000000000000e+02
5.300000000000000000e+01 8.120000000000000000e+02
5.400000000000000000e+01 8.140000000000000000e+02
5.500000000000000000e+01 8.160000000000000000e+02
5.600000000000000000e+01 8.180000000000000000e+02
5.700000000000000000e+01 8.190000000000000000e+02
5.800000000000000000e+01 8.200000000000000000e+02
5.900000000000000000e+01 8.210000000000000000e+02
