  0.617125452      0.631652176      0.619133294      0.649909854      0.601762772      0.641663373    
  0.683497488      0.680646479      0.679659128      0.694058955      0.661909878      0.680063426    
  0.675784945      0.672594309      0.679499447      0.669253767      0.649421513      0.674422503    
  0.679040372      0.664869666      0.662958026      0.663037837      0.664786339      0.663220823    
  0.686614871      0.668583632      0.681454480      0.690265715      0.673079491      0.691006899    
  0.672661006      0.639528155      0.660554111      0.644008040      0.643726587      0.638941824    
  0.647477686      0.656253219      0.620818675      0.688810527      0.635948300      0.646087050    
  0.693447709      0.696311474      0.683440626      0.707065463      0.670587718      0.684496641    
  0.664141953      0.680191636      0.656914771      0.690517068      0.680182517      0.676939130    
  0.677240014      0.669985533      0.672810912      0.690612614      0.684924603      0.665450096    
  0.671975195      0.687814832      0.656383932      0.698095500      0.691979706      0.686798394    
  0.603879213      0.629165232      0.608981371      0.639923215      0.665949285      0.658729196    
  0.601458490      0.602715075      0.663686931      0.665217042      0.668238401      0.610848308    
  0.640852094      0.663538992      0.691953599      0.692118883      0.702703178      0.676786721    
  0.661262155      0.642411947      0.663517714      0.678658247      0.678443372      0.666269779    
  0.641968548      0.653240442      0.671768665      0.677259505      0.659008205      0.649522424    
  0.680318713      0.673033476      0.673441470      0.677528918      0.689170182      0.694226444    
  0.644514620      0.633926809      0.617439151      0.623450696      0.635556519      0.662440121    
  0.632417858      0.658420861      0.627136052      0.671128154      0.650760293      0.658874989    
  0.654602706      0.691111565      0.660214961      0.697548985      0.695543766      0.685615718    
  0.649887919      0.669492722      0.666611552      0.674307168      0.657092929      0.669344604    
  0.645301402      0.679886580      0.651254654      0.670062900      0.697783530      0.659074187    
  0.657770395      0.682425857      0.673787713      0.698561847      0.707224727      0.703995049    
  0.589155734      0.627495348      0.626967311      0.620129108      0.629592180      0.633468926    
  0.628766119      0.619039476      0.650789320      0.629557550      0.612405300      0.637371123    
  0.686022282      0.681479931      0.679145277      0.693502009      0.681809068      0.690293729    
  0.656876802      0.657160401      0.667764843      0.647273600      0.663309872      0.662263513    
  0.661807597      0.675352931      0.658039391      0.663661599      0.674736261      0.667807519    
  0.672533154      0.684104264      0.690854669      0.672399759      0.698913336      0.697968781    
  0.635955453      0.676956594      0.631575584      0.610513508      0.643114686      0.644400775    
  0.623364270      0.639240205      0.647258818      0.661498010      0.658941627      0.653113127    
  0.683222234      0.666989923      0.672936857      0.678376079      0.685454607      0.693958938    
  0.676214278      0.662689865      0.661726534      0.675791383      0.674969614      0.669463933    
  0.672543168      0.673401475      0.659755826      0.663333654      0.683360040      0.676877558    
  0.684708059      0.675800920      0.671414614      0.677241623      0.688410580      0.690962911    
  0.645153165      0.612893164      0.600419402      0.613526523      0.629625678      0.627641380    
  0.633363903      0.619708538      0.630915701      0.645117104      0.635083556      0.593853414    
  0.676000834      0.665477216      0.688773811      0.666432559      0.682669282      0.670988083    
  0.677286565      0.672356009      0.666156530      0.647924840      0.693371892      0.657139540    
  0.668192148      0.677292287      0.684169173      0.678645432      0.686505973      0.663750350    
  0.680355787      0.670595288      0.692552507      0.678487003      0.673659801      0.674634874    
  0.637391686      0.626739085      0.657439470      0.621665716      0.668873370      0.649641514    
  0.626126111      0.655322790      0.655433893      0.597896814      0.619664550      0.641658068    
  0.675527155      0.676911116      0.685696304      0.662938356      0.651492774      0.684421003    
  0.660501003      0.666559100      0.679899693      0.660084724      0.665362239      0.670308411    
  0.667205870      0.656910419      0.678734720      0.676661909      0.676377952      0.673418045    
  0.678422272      0.682009101      0.680779397      0.672729790      0.673207700      0.674338400    
  0.620573282      0.620955825      0.624497950      0.664380729      0.630482435      0.628020585    
  0.629472435      0.614005685      0.618550956      0.636952102      0.645822406      0.637750506    
  0.680178404      0.662790298      0.660754979      0.684569299      0.689522445      0.680673778    
  0.659803152      0.651418388      0.659790456      0.648322165      0.676670015      0.675866306    
  0.660968542      0.656630576      0.650164008      0.673529148      0.677882850      0.663253844    
  0.671258092      0.656086624      0.672491729      0.670372844      0.692960799      0.700414717    
  0.622138202      0.615634322      0.622673392      0.610088408      0.628295243      0.634299517    
  0.663268566      0.640695810      0.639395237      0.623450875      0.593087554      0.621553361    
  0.705483437      0.666045785      0.701250970      0.672715127      0.671292782      0.674698472    
  0.697453260      0.661469877      0.680673301      0.671767414      0.645668805      0.654866517    
  0.693035424      0.651811123      0.668410599      0.660015166      0.655948043      0.672917902    
  0.704706848      0.654557943      0.692783058      0.695330262      0.669199288      0.676104546    
  0.651880503      0.596538663      0.657814264      0.631256342      0.647025049      0.639002562    
