  -10.000000000000000        4.0931032834230176E-006  -7.0020909290133948E-006  -1.4760847619725935E-005  -2.0000547884685640E-005  -2.7264363402070814E-005  -3.5420903792953065E-005  -4.3756720914520577E-005  -5.1155575932792682E-005  -5.5111479424867273E-005  -5.4747093698152484E-005  -4.8669776720559504E-005  -4.0882844798756794E-005  -3.4770017905102674E-005  -3.0941417414898077E-005  -3.1111839848666416E-005  -4.3832881666763357E-005   1.5522533064599799E-004   3.7745994196489879E-004   7.6213451855976244E-005  -3.8556275851119634E-004  -4.7610001175588123E-006   2.3039447336847544E-004   2.8335399666019808E-005  -1.7777768947934740E-004   8.0831725156751398E-006  -4.6118758840765095E-005   2.6700184116742474E-005  -1.6428458904146984E-004   3.4382983909248547E-005   2.4912258702059831E-004   0.0000000000000000     
  -9.9799799799799800        5.3184522508463843E-006  -5.1786007534871036E-006  -1.3073210578300592E-005  -1.8704508624502625E-005  -2.6433047476043878E-005  -3.5022117513853904E-005  -4.3725000345048086E-005  -5.1509177986818627E-005  -5.5694720407388582E-005  -5.5960127762130424E-005  -5.0514308501843339E-005  -4.3353060676959344E-005  -3.8467301474983327E-005  -3.5467213213491185E-005  -3.2588439557780345E-005  -5.2234868905554782E-005   1.4140017774721343E-004   3.8584479143778904E-004   9.3276425240662012E-005  -3.8387014734984893E-004  -3.7548515196119843E-005   2.2660490356300611E-004   7.6858979200405996E-005  -2.0652250812241342E-004  -3.6162085529836865E-005   4.4856766338229852E-006   3.1317121071056851E-006  -1.4081299723555025E-004   1.3625006521865153E-005   2.5974075449887381E-004   0.0000000000000000     
  -9.9599599599599600        6.5255639375652223E-006  -3.4522340867949378E-006  -1.1548241829499675E-005  -1.7008014929410851E-005  -2.4507424671333626E-005  -3.2563552735000354E-005  -4.0604631035723363E-005  -4.7623240126674154E-005  -5.1069386184013325E-005  -5.0777862975128462E-005  -4.5726126943808169E-005  -3.8884350385711658E-005  -3.5250554456032298E-005  -3.3946591184088327E-005  -2.8123921366730563E-005  -5.3394570196772960E-005   1.2263112232018097E-004   3.8927414965059096E-004   1.2711937088887617E-004  -3.7115061555648620E-004  -9.1802196800343911E-005   1.9171429707410116E-004   1.0492768599860445E-004  -1.8648837849392669E-004  -5.5635851141854620E-005   3.0342151988494664E-005  -4.3364644093820719E-006  -1.3037943181600382E-004  -4.2982052100681059E-005   2.8337060442976955E-004   0.0000000000000000     
  -9.9399399399399400        7.7141192602513998E-006  -1.7652591958172108E-006  -1.0164678644796808E-005  -1.5339750803258595E-005  -2.2109043044989507E-005  -2.9807400784985085E-005  -3.7376142215694315E-005  -4.4274036814063635E-005  -4.8772358539778541E-005  -5.0247439405493045E-005  -4.7353931627681689E-005  -4.1242014369543847E-005  -3.7752167154964959E-005  -3.6948858496432166E-005  -2.8553331263416037E-005  -5.9532261834494033E-005   9.9805601225351240E-005   4.0332119267510991E-004   1.8993476747682396E-004  -3.6948667565797253E-004  -1.5620742917597791E-004   1.9581862519688732E-004   1.4056230167139495E-004  -2.0821741369721902E-004  -7.5070788649690703E-005   3.8470571551817745E-005  -4.7156984194306301E-005  -1.1188279748318791E-004  -9.5124782368641233E-005   2.3826952945418825E-004   0.0000000000000000     
  -9.9199199199199199        8.8837767658747621E-006   8.2004349821896205E-008  -8.4019768785333279E-006  -1.3798284703736620E-005  -2.0971296671922522E-005  -2.9919596075343350E-005  -3.8992203372114209E-005  -4.7118744684780541E-005  -5.2671595838026201E-005  -5.3914112176841396E-005  -5.0479583100294695E-005  -4.1384058078014676E-005  -3.3258517604066012E-005  -2.9669313834742722E-005  -1.8211894581995069E-005  -5.6060885225765549E-005   8.3175793299144720E-005   3.8910273624365036E-004   1.9687350417392074E-004  -3.5555407533252240E-004  -1.5053392668927146E-004   1.8189946488016538E-004   1.2034444042634344E-004  -2.0488780746827928E-004  -6.2724456555282151E-005   3.0616447450184990E-005  -7.2116270776133773E-005  -7.6868811201776904E-005  -1.4285376340479941E-004   2.5386990573006223E-004   0.0000000000000000     
  -9.8998998998998999        1.0033965541100159E-005   1.7391609505391570E-006  -7.0829022097595474E-006  -1.2670849740421787E-005  -1.9599149712685018E-005  -2.8325829337346973E-005  -3.7549686220039338E-005  -4.6034869561040340E-005  -5.2752397576353064E-005  -5.5696202433760689E-005  -5.3708358429391556E-005  -4.4270998784751758E-005  -3.3445116613766714E-005  -2.6822582456493140E-005  -1.2935787603263938E-005  -5.7186547921605037E-005   5.1653390836507094E-005   3.7343722569843803E-004   2.4737508220367885E-004  -3.0820801617738655E-004  -1.9002869157279438E-004   1.5132783369602404E-004   1.3891330448193836E-004  -2.1774931795694275E-004  -6.1792084930057731E-005   6.1155104716338160E-005  -1.3023281405804296E-004  -2.5520346464445051E-005  -1.6994932527253335E-004   1.6486363277774756E-004   0.0000000000000000     
  -9.8798798798798799        1.1164054006880751E-005   3.5279924884102454E-006  -5.4540655192922916E-006  -1.1398464373004795E-005  -1.8692190481365679E-005  -2.7524409268195959E-005  -3.6974187482387893E-005  -4.5711030659955596E-005  -5.2502677301362185E-005  -5.5670852265701901E-005  -5.4433179162423299E-005  -4.6185800128560764E-005  -3.7334164360159806E-005  -3.3155046216239017E-005  -1.8694605537511925E-005  -6.3938538745539591E-005   2.5606960737591762E-005   3.4971297293239390E-004   2.6342408648629746E-004  -2.6164411625296830E-004  -2.1334530544374458E-004   1.1422313985562787E-004   1.8288095558885795E-004  -2.2589013108804604E-004  -1.3506283743130264E-004   1.3222510127357753E-004  -1.5265034625972860E-004  -3.9438192908741929E-005  -1.0393908853215678E-004   6.0718164769506955E-005   0.0000000000000000     
  -9.8598598598598599        1.2273659200620308E-005   5.3264161762353275E-006  -3.8102757273380613E-006  -9.8018587684218627E-006  -1.7006369365393576E-005  -2.5766615796305366E-005  -3.5328258825413207E-005  -4.4447194747232571E-005  -5.2013502415592451E-005  -5.7064085591348578E-005  -5.8945800940651569E-005  -5.4126826401608355E-005  -4.6660871258233105E-005  -4.1019180440601237E-005  -2.2298649342687590E-005  -6.5166025098720444E-005   2.2822802597714749E-007   3.1860795090526739E-004   2.7216504831389845E-004  -2.3303624461489076E-004  -2.2483573893816800E-004   1.2786558660437641E-004   2.2237469999713042E-004  -2.5629860274873728E-004  -1.9513601889826449E-004   1.8793867980432740E-004  -1.5212744749591844E-004  -5.5841854065028128E-005  -6.4036461106717758E-005   3.6153177668787944E-005   0.0000000000000000     
  -9.8398398398398399        1.3362610323456592E-005   6.9938271468372843E-006  -2.5290812928490738E-006  -8.2262962845295480E-006  -1.4916897452142404E-005  -2.2849554538036443E-005  -3.1320988518642571E-005  -3.9801546649882127E-005  -4.7082135400502775E-005  -5.2159286687854554E-005  -5.4858336166765508E-005  -5.1629781658051711E-005  -4.5525654695557094E-005  -4.0840978531403471E-005  -2.2173165970787043E-005  -6.4699874555759366E-005  -2.8400446097101722E-005   2.9798465128797770E-004   3.2166324680187259E-004  -1.7512689753857816E-004  -2.6080069266600447E-004   7.3484242813463607E-005   2.3383876320339739E-004  -2.0065389341027978E-004  -2.0612969738524441E-004   1.7911213171270692E-004  -1.2207466625507407E-004  -9.1822372505314073E-005  -2.9268476331555218E-005  -4.2872561804564328E-005   0.0000000000000000     
  -9.8198198198198199        1.4430577017019539E-005   8.8708687198740022E-006  -7.1888082336750601E-007  -6.7107906037782158E-006  -1.3701900677162421E-005  -2.1757086453225037E-005  -3.0276832989188995E-005  -3.8261742896573053E-005  -4.4553152584342248E-005  -4.8119797978729296E-005  -4.9550209297084179E-005  -4.6097934257390949E-005  -4.0024337263990974E-005  -3.5191176317685952E-005  -1.6095373156480021E-005  -5.7345373586923381E-005  -4.6010649445708856E-005   2.5399477371994972E-004   3.0357579137511642E-004  -1.3947387535330740E-004  -2.5633783330731511E-004   3.0057174634094688E-005   2.3933514219244315E-004  -1.5935194452526390E-004  -2.3231555470183904E-004   1.5690981353576675E-004  -1.0341404883819808E-004  -1.0661055489287473E-004   5.7445445202322670E-006  -5.6275247180330239E-005   0.0000000000000000     
